id_dettaglio,id_ordine,id_prodotto,quantità,prezzo_unitario
1149,609,112,5,638.93
1150,654,63,1,72.06
1151,89,67,4,246.78
1152,673,290,2,761.19
1153,114,95,3,242.49
1154,302,240,1,980.61
1155,655,233,3,428.38
1156,788,219,3,282.53
1157,264,83,1,288.82
1158,284,32,4,746.26
1159,398,171,1,628.61
1160,265,136,2,112.86
1161,452,36,4,157.08
1162,206,202,2,778.9
1163,661,252,1,89.76
1164,148,277,4,578.37
1165,224,55,4,268.73
1166,733,133,1,681.12
1167,36,38,1,597.91
1168,586,129,4,308.66
1169,20,255,2,908.96
1170,669,1,1,29.89
1171,681,200,3,700.97
1172,156,169,4,452.82
1173,589,2,5,227.09
1174,725,252,4,89.76
1175,447,207,1,106.39
1176,554,116,1,547.86
1177,394,247,1,188.44
1178,581,275,3,232.78
1179,342,156,4,151.62
1180,57,47,3,157.08
1181,548,175,1,695.48
1182,471,149,2,409.04
1183,181,284,1,291.78
1184,394,98,3,14.27
1185,713,200,1,700.97
1186,646,184,4,488.21
1187,87,225,2,558.01
1188,144,19,2,383.23
1189,26,123,4,976.33
1190,399,33,5,748.28
1191,659,158,4,458.14
1192,547,231,1,309.67
1193,38,174,1,142.68
1194,346,22,4,611.09
1195,122,109,5,507.88
1196,470,275,2,232.78
1197,759,297,2,947.33
1198,74,19,2,383.23
1199,501,10,4,159.7
1200,634,24,2,989.58
1201,719,67,1,246.78
1202,177,26,3,232.9
1203,100,234,5,355.05
1204,175,33,1,748.28
1205,117,255,5,908.96
1206,631,113,1,742.52
1207,208,219,3,282.53
1208,756,206,3,594.14
1209,124,295,5,554.49
1210,141,165,2,459.18
1211,783,24,5,989.58
1212,178,172,1,82.1
1213,124,141,2,6.68
1214,776,213,2,110.01
1215,714,190,5,263.86
1216,169,225,2,558.01
1217,596,21,2,671.82
1218,103,193,2,835.74
1219,17,250,1,78.71
1220,7,4,2,592.54
1221,92,146,4,698.72
1222,711,244,2,698.93
1223,212,74,3,144.48
1224,536,231,4,309.67
1225,245,90,5,676.84
1226,709,20,5,166.84
1227,185,256,5,308.85
1228,91,155,3,674.43
1229,429,3,5,678.32
1230,242,99,1,77.89
1231,543,49,5,600.95
1232,371,277,5,578.37
1233,225,238,2,195.58
1234,284,28,2,913.57
1235,116,77,4,55.34
1236,510,91,2,124.29
1237,687,23,1,167.59
1238,661,187,3,907.39
1239,215,223,3,798.84
1240,343,233,1,428.38
1241,107,27,5,404.16
1242,181,81,1,168.81
1243,497,264,1,704.47
1244,73,121,4,973.97
1245,607,297,3,947.33
1246,430,102,3,161.96
1247,236,57,3,714.38
1248,234,51,2,243.26
1249,756,212,2,17.59
1250,385,113,1,742.52
1251,483,300,4,835.55
1252,56,224,2,880.92
1253,222,233,2,428.38
1254,397,192,2,281.87
1255,469,100,3,136.79
1256,277,104,3,669.52
1257,131,17,5,50.6
1258,62,144,2,721.16
1259,114,239,4,280.12
1260,429,88,3,61.6
1261,226,152,5,513.62
1262,161,88,5,61.6
1263,567,118,1,367.83
1264,422,268,4,76.05
1265,222,243,4,277.94
1266,286,8,4,810.38
1267,754,127,2,385.63
1268,336,223,5,798.84
1269,228,77,5,55.34
1270,6,214,1,708.77
1271,42,241,5,231.35
1272,35,218,5,325.69
1273,404,246,1,472.05
1274,464,254,2,776.82
1275,86,286,1,326.66
1276,710,209,2,797.25
1277,136,184,3,488.21
1278,245,47,1,157.08
1279,492,157,2,984.02
1280,721,236,5,722.68
1281,766,299,1,511.33
1282,466,238,2,195.58
1283,721,208,2,851.04
1284,380,238,1,195.58
1285,643,37,4,598.43
1286,708,171,5,628.61
1287,34,152,4,513.62
1288,771,139,5,388.27
1289,556,295,2,554.49
1290,702,42,5,297.03
1291,344,29,5,216.56
1292,691,187,1,907.39
1293,114,197,3,840.03
1294,477,21,3,671.82
1295,376,90,5,676.84
1296,722,35,5,95.45
1297,727,105,2,932.1
1298,343,123,5,976.33
1299,117,245,5,107.07
1300,720,108,2,719.02
1301,329,181,3,479.59
1302,516,217,3,467.55
1303,56,33,3,748.28
1304,354,232,4,475.89
1305,514,270,1,441.96
1306,482,273,5,889.98
1307,300,232,5,475.89
1308,377,34,2,365.19
1309,469,45,1,510.14
1310,401,92,3,581.02
1311,79,56,2,964.54
1312,283,58,2,440.91
1313,509,78,2,969.15
1314,534,12,3,362.18
1315,427,278,2,473.15
1316,486,178,4,210.8
1317,455,11,3,106.7
1318,194,33,1,748.28
1319,238,267,3,649.4
1320,422,297,3,947.33
1321,672,168,4,897.72
1322,608,272,5,440.57
1323,456,235,3,310.09
1324,581,68,3,194.46
1325,176,134,2,939.54
1326,496,191,3,457.43
1327,789,25,2,686.19
1328,362,146,4,698.72
1329,171,83,5,288.82
1330,293,94,2,935.03
1331,726,79,2,170.48
1332,244,60,1,341.4
1333,325,295,2,554.49
1334,452,134,3,939.54
1335,189,106,5,268.14
1336,725,18,3,985.3
1337,353,76,3,808.98
1338,460,277,2,578.37
1339,547,155,1,674.43
1340,26,208,4,851.04
1341,787,75,4,465.31
1342,328,80,1,217.68
1343,757,280,5,636.61
1344,340,152,4,513.62
1345,297,294,2,711.23
1346,579,227,3,491.13
1347,706,58,4,440.91
1348,42,72,5,801.59
1349,120,158,1,458.14
1350,412,113,4,742.52
1351,366,48,3,541.68
1352,57,100,5,136.79
1353,540,114,3,563.1
1354,201,12,1,362.18
1355,552,229,1,450.93
1356,525,202,2,778.9
1357,503,163,5,805.09
1358,620,262,1,690.92
1359,683,185,4,670.53
1360,152,219,3,282.53
1361,396,191,1,457.43
1362,292,177,3,544.9
1363,316,229,5,450.93
1364,90,111,4,48.87
1365,760,213,4,110.01
1366,296,84,4,159.02
1367,747,213,2,110.01
1368,602,45,2,510.14
1369,213,156,4,151.62
1370,538,172,1,82.1
1371,605,193,1,835.74
1372,7,210,3,350.47
1373,425,90,5,676.84
1374,474,291,2,551.47
1375,205,96,4,673.33
1376,297,284,4,291.78
1377,44,155,5,674.43
1378,312,253,5,560.28
1379,758,238,2,195.58
1380,28,2,2,227.09
1381,269,154,4,97.92
1382,128,148,4,678.93
1383,184,252,2,89.76
1384,30,62,3,709.3
1385,505,35,5,95.45
1386,764,186,5,841.3
1387,493,290,4,761.19
1388,265,244,1,698.93
1389,383,263,5,37.48
1390,18,133,2,681.12
1391,596,30,2,885.26
1392,328,237,2,744.17
1393,366,84,1,159.02
1394,280,185,4,670.53
1395,652,183,1,490.79
1396,297,150,5,290.48
1397,655,40,5,683.3
1398,199,94,1,935.03
1399,614,86,5,749.24
1400,331,162,3,779.53
1401,278,186,1,841.3
1402,548,297,3,947.33
1403,148,7,2,224.34
1404,531,145,3,668.56
1405,798,249,4,823.01
1406,349,84,1,159.02
1407,224,80,5,217.68
1408,227,97,5,319.6
1409,629,270,5,441.96
1410,730,283,1,333.15
1411,428,236,1,722.68
1412,120,68,1,194.46
1413,492,179,3,905.31
1414,708,186,2,841.3
1415,453,268,3,76.05
1416,177,156,1,151.62
1417,763,61,2,590.5
1418,132,73,2,195.63
1419,315,65,2,670.63
1420,134,41,4,769.76
1421,708,58,1,440.91
1422,20,248,4,941.36
1423,44,101,1,879.87
1424,34,263,5,37.48
1425,61,241,1,231.35
1426,260,23,1,167.59
1427,309,6,1,563.44
1428,127,106,5,268.14
1429,205,95,3,242.49
1430,30,47,2,157.08
1431,765,143,5,625.04
1432,357,181,2,479.59
1433,513,124,5,29.66
1434,584,35,1,95.45
1435,593,8,5,810.38
1436,223,99,3,77.89
1437,176,276,1,999.57
1438,743,51,2,243.26
1439,517,244,3,698.93
1440,715,95,4,242.49
1441,690,55,2,268.73
1442,364,195,4,228.1
1443,220,264,2,704.47
1444,418,58,3,440.91
1445,127,239,1,280.12
1446,533,70,4,864.52
1447,781,185,3,670.53
1448,571,21,1,671.82
1449,336,253,1,560.28
1450,395,146,4,698.72
1451,615,160,4,402.65
1452,232,284,4,291.78
1453,298,220,2,751.72
1454,72,244,3,698.93
1455,184,7,4,224.34
1456,689,54,4,132.75
1457,449,268,1,76.05
1458,123,74,4,144.48
1459,411,53,2,978.09
1460,67,187,2,907.39
1461,347,103,5,613.62
1462,414,63,2,72.06
1463,435,256,3,308.85
1464,784,298,5,500.88
1465,280,205,3,941.76
1466,488,208,4,851.04
1467,524,143,2,625.04
1468,787,233,1,428.38
1469,126,129,4,308.66
1470,510,119,2,214.03
1471,31,51,1,243.26
1472,70,256,1,308.85
1473,184,196,5,755.46
1474,696,168,2,897.72
1475,311,50,1,116.31
1476,677,267,4,649.4
1477,478,104,3,669.52
1478,678,255,4,908.96
1479,517,134,5,939.54
1480,352,277,5,578.37
1481,19,17,4,50.6
1482,122,197,4,840.03
1483,323,193,4,835.74
1484,471,19,1,383.23
1485,182,286,3,326.66
1486,724,85,4,968.87
1487,442,69,3,357.53
1488,733,200,4,700.97
1489,783,57,5,714.38
1490,692,252,5,89.76
1491,702,277,5,578.37
1492,482,244,5,698.93
1493,161,260,1,243.67
1494,401,135,4,182.67
1495,606,194,5,750.28
1496,693,181,3,479.59
1497,329,32,1,746.26
1498,605,24,2,989.58
1499,376,179,5,905.31
1500,28,175,4,695.48
1501,100,220,3,751.72
1502,366,211,3,73.61
1503,58,126,2,270.47
1504,241,160,5,402.65
1505,87,34,3,365.19
1506,118,173,2,275.36
1507,21,276,3,999.57
1508,39,236,4,722.68
1509,582,264,4,704.47
1510,274,11,4,106.7
1511,603,12,3,362.18
1512,387,293,4,33.73
1513,331,294,1,711.23
1514,501,52,2,90.23
1515,345,255,5,908.96
1516,784,174,2,142.68
1517,630,154,3,97.92
1518,447,104,4,669.52
1519,651,39,5,971.22
1520,220,148,3,678.93
1521,49,153,5,660.56
1522,412,116,5,547.86
1523,761,48,5,541.68
1524,98,173,3,275.36
1525,69,291,5,551.47
1526,487,219,2,282.53
1527,356,40,3,683.3
1528,517,154,4,97.92
1529,680,277,3,578.37
1530,205,213,4,110.01
1531,258,264,4,704.47
1532,688,281,2,472.66
1533,20,265,2,688.95
1534,591,256,2,308.85
1535,677,240,3,980.61
1536,654,273,5,889.98
1537,788,223,5,798.84
1538,745,31,5,147.16
1539,206,187,4,907.39
1540,152,124,2,29.66
1541,765,154,4,97.92
1542,421,164,1,54.97
1543,650,105,4,932.1
1544,274,147,2,195.88
1545,263,121,4,973.97
1546,245,59,2,125.4
1547,197,15,2,554.28
1548,318,238,4,195.58
1549,574,224,4,880.92
1550,663,19,2,383.23
1551,164,140,2,258.45
1552,30,133,3,681.12
1553,675,282,2,324.45
1554,660,22,4,611.09
1555,21,29,1,216.56
1556,322,153,1,660.56
1557,417,187,1,907.39
1558,407,72,2,801.59
1559,115,293,5,33.73
1560,124,268,5,76.05
1561,794,269,3,597.07
1562,509,47,2,157.08
1563,615,63,3,72.06
1564,338,300,4,835.55
1565,767,121,4,973.97
1566,224,74,1,144.48
1567,180,110,3,96.84
1568,451,210,3,350.47
1569,604,29,4,216.56
1570,547,192,1,281.87
1571,325,280,4,636.61
1572,487,127,3,385.63
1573,149,186,4,841.3
1574,733,189,3,867.52
1575,22,18,1,985.3
1576,708,123,3,976.33
1577,566,197,3,840.03
1578,655,186,1,841.3
1579,548,122,4,926.14
1580,398,5,4,98.23
1581,262,155,1,674.43
1582,775,121,3,973.97
1583,216,83,4,288.82
1584,647,163,4,805.09
1585,35,141,1,6.68
1586,799,252,4,89.76
1587,755,212,3,17.59
1588,735,217,1,467.55
1589,165,134,5,939.54
1590,68,181,4,479.59
1591,617,281,3,472.66
1592,465,15,1,554.28
1593,657,95,4,242.49
1594,657,70,1,864.52
1595,411,103,3,613.62
1596,322,295,1,554.49
1597,114,81,2,168.81
1598,529,67,5,246.78
1599,703,211,3,73.61
1600,463,245,2,107.07
1601,267,89,5,852.09
1602,336,145,2,668.56
1603,87,213,3,110.01
1604,187,202,4,778.9
1605,585,115,1,945.33
1606,24,286,5,326.66
1607,642,118,1,367.83
1608,474,102,3,161.96
1609,719,87,1,586.26
1610,411,220,5,751.72
1611,267,77,1,55.34
1612,377,88,5,61.6
1613,121,8,5,810.38
1614,446,233,4,428.38
1615,122,115,2,945.33
1616,196,137,3,729.9
1617,765,254,4,776.82
1618,134,221,2,339.71
1619,615,111,3,48.87
1620,745,97,4,319.6
1621,185,210,2,350.47
1622,30,149,3,409.04
1623,242,231,2,309.67
1624,379,299,4,511.33
1625,88,6,4,563.44
1626,137,166,4,950.29
1627,704,109,4,507.88
1628,726,217,5,467.55
1629,263,38,1,597.91
1630,571,31,1,147.16
1631,341,121,4,973.97
1632,363,24,1,989.58
1633,260,259,5,268.32
1634,391,155,4,674.43
1635,688,190,2,263.86
1636,573,22,5,611.09
1637,184,134,2,939.54
1638,516,253,3,560.28
1639,480,68,1,194.46
1640,325,272,4,440.57
1641,146,134,1,939.54
1642,321,23,2,167.59
1643,512,144,3,721.16
1644,441,145,3,668.56
1645,628,136,5,112.86
1646,321,224,2,880.92
1647,324,252,2,89.76
1648,570,226,1,90.18
1649,194,77,1,55.34
1650,236,94,1,935.03
1651,482,134,2,939.54
1652,723,240,4,980.61
1653,119,254,1,776.82
1654,453,183,5,490.79
1655,497,235,4,310.09
1656,116,76,1,808.98
1657,358,48,2,541.68
1658,291,93,2,422.13
1659,768,261,3,160.75
1660,577,300,2,835.55
1661,598,3,5,678.32
1662,786,293,2,33.73
1663,427,40,2,683.3
1664,787,256,1,308.85
1665,337,14,3,538.55
1666,698,63,4,72.06
1667,383,55,3,268.73
1668,158,15,1,554.28
1669,472,246,4,472.05
1670,644,138,5,608.18
1671,674,3,3,678.32
1672,45,232,3,475.89
1673,750,292,2,881.44
1674,217,25,3,686.19
1675,331,29,1,216.56
1676,561,196,1,755.46
1677,409,131,2,331.62
1678,246,205,1,941.76
1679,22,107,2,275.99
1680,398,207,3,106.39
1681,663,79,1,170.48
1682,306,252,4,89.76
1683,754,159,5,719.75
1684,135,184,1,488.21
1685,377,263,2,37.48
1686,502,229,4,450.93
1687,488,138,5,608.18
1688,615,217,1,467.55
1689,775,217,3,467.55
1690,629,96,4,673.33
1691,646,219,1,282.53
1692,42,263,3,37.48
1693,475,115,2,945.33
1694,508,270,5,441.96
1695,86,149,4,409.04
1696,448,41,4,769.76
1697,308,77,2,55.34
1698,701,154,2,97.92
1699,536,219,3,282.53
1700,583,25,5,686.19
1701,79,24,5,989.58
1702,111,262,4,690.92
1703,423,49,4,600.95
1704,677,292,3,881.44
1705,364,131,5,331.62
1706,84,258,1,947.85
1707,117,237,2,744.17
1708,187,202,1,778.9
1709,86,214,3,708.77
1710,322,233,4,428.38
1711,639,136,3,112.86
1712,192,109,2,507.88
1713,81,133,1,681.12
1714,445,274,1,605.7
1715,6,203,1,112.56
1716,14,88,4,61.6
1717,472,208,5,851.04
1718,744,250,3,78.71
1719,634,185,4,670.53
1720,310,45,2,510.14
1721,139,8,2,810.38
1722,115,9,2,699.65
1723,28,108,4,719.02
1724,665,75,2,465.31
1725,447,276,2,999.57
1726,89,155,4,674.43
1727,152,243,4,277.94
1728,23,60,2,341.4
1729,157,228,4,692.16
1730,483,11,4,106.7
1731,600,125,2,783.47
1732,302,292,4,881.44
1733,53,171,1,628.61
1734,106,222,4,185.93
1735,508,297,5,947.33
1736,749,284,3,291.78
1737,38,250,4,78.71
1738,498,263,5,37.48
1739,743,250,2,78.71
1740,732,32,5,746.26
1741,20,217,5,467.55
1742,324,284,1,291.78
1743,275,214,4,708.77
1744,120,254,5,776.82
1745,662,178,4,210.8
1746,715,224,1,880.92
1747,166,148,2,678.93
1748,481,177,4,544.9
1749,238,260,2,243.67
1750,602,174,5,142.68
1751,733,240,2,980.61
1752,301,200,4,700.97
1753,690,185,4,670.53
1754,166,107,3,275.99
1755,708,45,4,510.14
1756,133,89,2,852.09
1757,161,252,1,89.76
1758,426,253,3,560.28
1759,241,108,5,719.02
1760,49,10,3,159.7
1761,268,183,2,490.79
1762,179,258,1,947.85
1763,66,173,4,275.36
1764,117,117,1,432.64
1765,576,115,4,945.33
1766,265,175,3,695.48
1767,788,24,5,989.58
1768,274,78,5,969.15
1769,619,54,1,132.75
1770,449,235,1,310.09
1771,109,53,5,978.09
1772,43,260,1,243.67
1773,172,61,2,590.5
1774,371,81,3,168.81
1775,726,227,5,491.13
1776,511,51,2,243.26
1777,663,187,3,907.39
1778,142,63,2,72.06
1779,450,213,1,110.01
1780,252,243,3,277.94
1781,294,259,2,268.32
1782,88,137,3,729.9
1783,733,213,3,110.01
1784,645,126,2,270.47
1785,772,272,4,440.57
1786,234,71,4,65.31
1787,424,210,4,350.47
1788,529,186,1,841.3
1789,454,75,1,465.31
1790,735,265,1,688.95
1791,87,174,3,142.68
1792,412,85,4,968.87
1793,63,202,1,778.9
1794,677,78,5,969.15
1795,60,267,3,649.4
1796,430,206,5,594.14
1797,312,161,3,893.2
1798,9,144,5,721.16
1799,626,76,4,808.98
1800,457,106,5,268.14
1801,640,227,3,491.13
1802,665,208,2,851.04
1803,309,44,1,972.03
1804,551,172,4,82.1
1805,743,65,5,670.63
1806,554,146,2,698.72
1807,96,262,5,690.92
1808,320,267,3,649.4
1809,776,82,1,268.88
1810,29,277,5,578.37
1811,265,124,3,29.66
1812,744,217,5,467.55
1813,114,31,3,147.16
1814,266,260,3,243.67
1815,127,25,1,686.19
1816,460,153,5,660.56
1817,755,3,4,678.32
1818,348,121,5,973.97
1819,580,274,5,605.7
1820,240,180,3,857.45
1821,292,294,2,711.23
1822,732,194,5,750.28
1823,756,127,1,385.63
1824,336,265,5,688.95
1825,198,185,4,670.53
1826,101,76,4,808.98
1827,422,42,1,297.03
1828,64,218,2,325.69
1829,488,110,4,96.84
1830,80,190,5,263.86
1831,413,287,5,865.59
1832,798,203,3,112.56
1833,599,256,4,308.85
1834,451,251,4,155.97
1835,167,74,5,144.48
1836,131,249,4,823.01
1837,133,263,5,37.48
1838,121,109,4,507.88
1839,485,17,2,50.6
1840,573,190,1,263.86
1841,617,210,1,350.47
1842,124,190,5,263.86
1843,297,21,5,671.82
1844,157,61,3,590.5
1845,313,192,3,281.87
1846,302,249,1,823.01
1847,147,73,5,195.63
1848,432,25,3,686.19
1849,291,111,2,48.87
1850,758,251,1,155.97
1851,126,281,3,472.66
1852,70,23,4,167.59
1853,493,294,3,711.23
1854,580,232,3,475.89
1855,387,244,5,698.93
1856,136,71,5,65.31
1857,652,236,4,722.68
1858,684,230,2,297.76
1859,746,167,1,831.42
1860,640,210,4,350.47
1861,239,203,3,112.56
1862,554,24,4,989.58
1863,754,143,1,625.04
1864,170,13,5,808.09
1865,646,159,5,719.75
1866,661,64,5,75.5
1867,88,99,5,77.89
1868,555,296,1,992.3
1869,584,268,2,76.05
1870,769,244,5,698.93
1871,20,62,5,709.3
1872,185,10,3,159.7
1873,211,126,5,270.47
1874,455,44,5,972.03
1875,622,165,4,459.18
1876,604,24,4,989.58
1877,24,175,4,695.48
1878,185,213,1,110.01
1879,541,163,4,805.09
1880,264,47,1,157.08
1881,102,278,2,473.15
1882,293,74,2,144.48
1883,262,46,2,842.46
1884,315,209,2,797.25
1885,61,167,2,831.42
1886,28,30,3,885.26
1887,400,51,3,243.26
1888,146,212,3,17.59
1889,265,193,1,835.74
1890,54,104,2,669.52
1891,771,122,4,926.14
1892,521,259,4,268.32
1893,118,138,1,608.18
1894,326,238,5,195.58
1895,417,34,4,365.19
1896,30,209,2,797.25
1897,20,138,5,608.18
1898,601,52,2,90.23
1899,782,285,2,457.55
1900,312,291,4,551.47
1901,457,43,5,8.23
1902,209,73,3,195.63
1903,554,87,2,586.26
1904,551,217,5,467.55
1905,463,22,1,611.09
1906,476,149,2,409.04
1907,1,31,4,147.16
1908,280,129,4,308.66
1909,360,109,5,507.88
1910,523,145,1,668.56
1911,166,274,5,605.7
1912,72,154,1,97.92
1913,405,63,2,72.06
1914,743,285,3,457.55
1915,443,108,5,719.02
1916,517,163,3,805.09
1917,651,134,4,939.54
1918,280,126,3,270.47
1919,350,108,4,719.02
1920,614,169,1,452.82
1921,709,69,1,357.53
1922,624,244,1,698.93
1923,10,89,4,852.09
1924,570,251,4,155.97
1925,552,42,1,297.03
1926,552,16,4,579.47
1927,689,64,3,75.5
1928,386,184,4,488.21
1929,182,5,1,98.23
1930,474,190,2,263.86
1931,456,5,2,98.23
1932,761,11,3,106.7
1933,697,184,2,488.21
1934,93,156,2,151.62
1935,240,253,3,560.28
1936,38,144,4,721.16
1937,721,108,1,719.02
1938,201,203,1,112.56
1939,285,292,5,881.44
1940,506,88,5,61.6
1941,199,290,5,761.19
1942,579,90,1,676.84
1943,603,66,1,724.74
1944,131,133,5,681.12
1945,234,268,3,76.05
1946,197,12,5,362.18
1947,630,130,5,28.55
1948,465,2,4,227.09
1949,657,27,3,404.16
1950,443,209,3,797.25
1951,125,266,4,428.01
1952,508,186,5,841.3
1953,778,23,2,167.59
1954,49,143,4,625.04
1955,546,230,3,297.76
1956,6,201,2,171.95
1957,343,42,5,297.03
1958,26,116,4,547.86
1959,77,128,2,226.32
1960,169,169,3,452.82
1961,65,50,1,116.31
1962,492,222,1,185.93
1963,607,172,3,82.1
1964,254,56,4,964.54
1965,245,175,1,695.48
1966,342,267,2,649.4
1967,75,225,1,558.01
1968,641,229,5,450.93
1969,128,44,1,972.03
1970,35,194,3,750.28
1971,711,34,2,365.19
1972,64,227,1,491.13
1973,309,222,1,185.93
1974,105,29,5,216.56
1975,54,151,4,467.66
1976,412,50,5,116.31
1977,771,211,2,73.61
1978,614,6,4,563.44
1979,394,238,4,195.58
1980,636,52,3,90.23
1981,667,14,4,538.55
1982,530,169,5,452.82
1983,198,56,1,964.54
1984,13,35,5,95.45
1985,199,294,2,711.23
1986,653,261,3,160.75
1987,364,216,4,617.83
1988,743,228,2,692.16
1989,249,71,1,65.31
1990,62,66,3,724.74
1991,599,224,5,880.92
1992,668,184,3,488.21
1993,598,278,2,473.15
1994,151,241,3,231.35
1995,618,176,3,68.91
1996,378,5,5,98.23
1997,601,75,1,465.31
1998,244,260,5,243.67
1999,56,217,3,467.55
2000,201,103,2,613.62
2001,71,175,2,695.48
2002,684,244,4,698.93
2003,615,170,5,840.66
2004,580,172,5,82.1
2005,307,215,3,735.13
2006,167,54,4,132.75
2007,44,254,2,776.82
2008,4,115,2,945.33
2009,478,110,2,96.84
2010,493,170,4,840.66
2011,211,205,2,941.76
2012,7,186,1,841.3
2013,76,184,1,488.21
2014,569,59,2,125.4
2015,298,226,2,90.18
2016,647,300,3,835.55
2017,45,16,2,579.47
2018,203,146,2,698.72
2019,225,135,2,182.67
2020,348,284,2,291.78
2021,183,101,1,879.87
2022,181,135,1,182.67
2023,22,71,4,65.31
2024,671,57,3,714.38
2025,216,157,4,984.02
2026,246,190,3,263.86
2027,677,88,5,61.6
2028,639,223,1,798.84
2029,122,74,2,144.48
2030,195,99,5,77.89
2031,388,192,3,281.87
2032,614,220,2,751.72
2033,48,97,5,319.6
2034,302,77,3,55.34
2035,254,28,3,913.57
2036,130,261,5,160.75
2037,501,108,1,719.02
2038,482,34,2,365.19
2039,521,199,5,566.15
2040,384,256,5,308.85
2041,476,92,3,581.02
2042,730,192,5,281.87
2043,712,248,4,941.36
2044,486,138,5,608.18
2045,411,299,1,511.33
2046,213,113,2,742.52
2047,463,121,4,973.97
2048,224,157,4,984.02
2049,387,293,2,33.73
2050,384,131,5,331.62
2051,87,69,1,357.53
2052,303,228,5,692.16
2053,361,118,5,367.83
2054,43,239,5,280.12
2055,637,173,4,275.36
2056,462,240,4,980.61
2057,419,189,4,867.52
2058,325,140,4,258.45
2059,26,92,4,581.02
2060,240,136,1,112.86
2061,368,43,3,8.23
2062,514,263,5,37.48
2063,660,41,3,769.76
2064,234,51,1,243.26
2065,74,185,1,670.53
2066,560,103,3,613.62
2067,202,169,3,452.82
2068,310,141,2,6.68
2069,723,71,5,65.31
2070,268,5,3,98.23
2071,289,178,4,210.8
2072,416,297,1,947.33
2073,484,263,2,37.48
2074,408,117,2,432.64
2075,741,108,4,719.02
2076,240,265,5,688.95
2077,566,240,4,980.61
2078,349,44,3,972.03
2079,193,220,4,751.72
2080,215,225,4,558.01
2081,572,16,3,579.47
2082,143,296,2,992.3
2083,313,5,4,98.23
2084,675,182,3,754.71
2085,231,215,4,735.13
2086,703,207,5,106.39
2087,307,167,5,831.42
2088,24,291,1,551.47
2089,143,79,3,170.48
2090,582,294,4,711.23
2091,391,105,4,932.1
2092,66,274,4,605.7
2093,193,244,1,698.93
2094,337,292,4,881.44
2095,655,156,1,151.62
2096,176,54,5,132.75
2097,182,17,5,50.6
2098,501,14,2,538.55
2099,204,36,4,157.08
2100,291,106,2,268.14
2101,299,269,1,597.07
2102,466,30,3,885.26
2103,531,6,2,563.44
2104,335,211,4,73.61
2105,161,57,2,714.38
2106,550,215,4,735.13
2107,761,36,4,157.08
2108,212,67,2,246.78
2109,318,222,4,185.93
2110,163,295,3,554.49
2111,602,104,5,669.52
2112,734,235,3,310.09
2113,207,4,2,592.54
2114,457,33,4,748.28
2115,620,127,5,385.63
2116,337,292,4,881.44
2117,472,237,5,744.17
2118,41,47,3,157.08
2119,662,234,3,355.05
2120,718,153,4,660.56
2121,628,90,4,676.84
2122,256,92,5,581.02
2123,751,222,4,185.93
2124,394,94,5,935.03
2125,98,202,1,778.9
2126,246,81,3,168.81
2127,644,276,3,999.57
2128,683,35,2,95.45
2129,506,211,5,73.61
2130,125,189,1,867.52
2131,774,54,5,132.75
2132,785,167,4,831.42
2133,462,85,3,968.87
2134,213,260,1,243.67
2135,474,14,1,538.55
2136,655,237,4,744.17
2137,352,205,2,941.76
2138,407,20,1,166.84
2139,257,59,2,125.4
2140,335,238,4,195.58
2141,473,35,1,95.45
2142,562,125,4,783.47
2143,144,242,3,19.08
2144,166,88,1,61.6
2145,622,52,2,90.23
2146,302,64,5,75.5
2147,760,201,2,171.95
2148,80,6,3,563.44
2149,158,226,3,90.18
2150,183,111,1,48.87
2151,692,273,2,889.98
2152,453,25,5,686.19
2153,657,53,4,978.09
2154,707,158,4,458.14
2155,54,3,1,678.32
2156,791,194,2,750.28
2157,256,192,2,281.87
2158,205,47,1,157.08
2159,432,15,1,554.28
2160,346,99,1,77.89
2161,226,50,2,116.31
2162,742,86,1,749.24
2163,426,263,1,37.48
2164,335,166,5,950.29
2165,642,98,5,14.27
2166,213,278,4,473.15
2167,439,62,2,709.3
2168,219,55,3,268.73
2169,332,89,1,852.09
2170,412,162,1,779.53
2171,399,109,4,507.88
2172,226,34,3,365.19
2173,666,189,1,867.52
2174,69,112,4,638.93
2175,309,256,1,308.85
2176,730,275,5,232.78
2177,176,129,1,308.66
2178,615,167,4,831.42
2179,695,69,3,357.53
2180,180,163,4,805.09
2181,70,172,1,82.1
2182,624,300,4,835.55
2183,392,262,2,690.92
2184,516,7,2,224.34
2185,22,64,3,75.5
2186,243,220,2,751.72
2187,635,41,1,769.76
2188,141,192,4,281.87
2189,304,104,2,669.52
2190,385,105,1,932.1
2191,244,228,3,692.16
2192,138,143,3,625.04
2193,660,21,5,671.82
2194,425,148,1,678.93
2195,235,170,3,840.66
2196,249,106,5,268.14
2197,56,128,2,226.32
2198,623,196,5,755.46
2199,330,94,4,935.03
2200,645,4,1,592.54
2201,504,36,2,157.08
2202,54,73,2,195.63
2203,129,47,2,157.08
2204,607,282,2,324.45
2205,242,260,1,243.67
2206,437,240,3,980.61
2207,169,102,2,161.96
2208,435,91,5,124.29
2209,255,156,3,151.62
2210,591,230,2,297.76
2211,279,247,1,188.44
2212,369,204,4,577.92
2213,172,242,4,19.08
2214,433,259,5,268.32
2215,753,222,2,185.93
2216,494,11,4,106.7
2217,438,43,3,8.23
2218,610,276,2,999.57
2219,567,90,3,676.84
2220,390,238,3,195.58
2221,465,146,4,698.72
2222,576,247,1,188.44
