id_ordine,id_cliente,data_ordine,stato,totale
684,193,2025-07-08,annullato,160.28
685,407,2025-07-08,in elaborazione,811.67
686,384,2025-08-01,consegnato,1392.46
687,450,2023-10-27,consegnato,914.84
688,250,2023-11-14,consegnato,1168.09
689,445,2023-11-28,in elaborazione,1464.55
690,235,2024-07-25,consegnato,1701.71
691,408,2024-11-20,annullato,443.48
692,220,2023-11-20,spedito,994.48
693,166,2025-01-25,consegnato,682.13
694,296,2025-02-22,spedito,1136.62
695,249,2024-05-11,consegnato,1789.37
696,391,2023-12-09,in elaborazione,101.43
697,321,2024-05-22,annullato,42.4
698,476,2025-02-08,spedito,888.16
699,1,2025-01-21,annullato,412.61
700,353,2023-12-03,spedito,1765.47
701,155,2025-08-04,spedito,1750.1
702,449,2025-05-03,consegnato,195.75
703,185,2024-06-13,consegnato,174.02
704,341,2023-11-19,spedito,113.06
705,321,2024-09-23,consegnato,1454.72
706,387,2024-08-19,spedito,864.17
707,47,2025-05-30,in elaborazione,12.16
708,245,2024-02-22,in elaborazione,274.07
709,116,2025-08-08,annullato,28.48
710,357,2025-02-07,consegnato,1636.05
711,441,2024-11-16,annullato,1391.12
712,245,2024-03-08,in elaborazione,465.6
713,46,2025-08-15,in elaborazione,215.37
714,189,2025-01-02,consegnato,282.89
715,397,2024-09-16,spedito,1286.74
716,347,2025-02-17,spedito,146.14
717,289,2024-08-22,in elaborazione,1224.54
718,85,2025-02-05,annullato,708.86
719,110,2024-01-27,spedito,1840.59
720,316,2023-11-16,annullato,1721.33
721,45,2025-04-26,in elaborazione,288.63
722,64,2024-07-20,annullato,709.56
723,220,2024-03-27,consegnato,1584.24
724,127,2025-02-14,consegnato,1292.79
725,128,2024-05-12,consegnato,1560.15
726,354,2024-05-04,in elaborazione,1697.31
727,338,2023-10-21,consegnato,418.84
728,311,2025-09-02,spedito,1498.21
729,152,2024-10-26,in elaborazione,1569.77
730,407,2024-09-14,spedito,994.83
731,58,2024-09-15,spedito,1004.17
732,305,2025-01-15,in elaborazione,1061.29
733,7,2024-05-13,consegnato,1868.51
734,68,2024-08-06,annullato,1723.02
735,292,2024-02-11,annullato,737.17
736,350,2023-11-22,spedito,1527.82
737,489,2025-04-14,in elaborazione,43.21
738,35,2024-09-20,in elaborazione,531.75
739,21,2025-08-25,in elaborazione,1897.87
740,204,2024-01-24,consegnato,1260.86
741,257,2025-04-23,annullato,852.91
742,206,2024-08-16,in elaborazione,1284.67
743,276,2025-05-22,spedito,562.16
744,159,2025-08-08,in elaborazione,1027.5
745,105,2024-08-22,spedito,1077.42
746,201,2025-03-12,in elaborazione,627.24
747,224,2024-01-16,spedito,125.23
748,45,2025-01-13,annullato,240.81
749,314,2024-01-22,in elaborazione,625.49
750,380,2024-07-01,spedito,247.69
751,363,2023-10-23,spedito,1405.98
752,84,2024-12-12,annullato,1906.5
753,268,2025-06-19,consegnato,342.26
754,65,2023-12-18,consegnato,1468.54
755,61,2025-05-09,in elaborazione,676.67
756,220,2025-08-15,consegnato,1052.47
757,135,2024-10-24,in elaborazione,997.33
758,262,2025-04-23,consegnato,120.32
759,440,2025-02-04,spedito,741.7
760,131,2025-07-10,in elaborazione,1789.59
761,346,2024-10-10,in elaborazione,464.52
762,261,2025-09-23,in elaborazione,97.64
763,442,2024-08-01,in elaborazione,496.66
764,242,2025-09-23,consegnato,772.13
765,77,2023-11-14,spedito,1863.01
766,440,2024-02-10,in elaborazione,1110.2
767,468,2024-12-20,annullato,456.79
768,128,2025-04-03,annullato,1832.55
769,164,2025-10-01,consegnato,1653.73
770,293,2025-01-17,consegnato,247.61
771,345,2023-11-28,in elaborazione,366.9
772,412,2025-05-27,in elaborazione,1908.62
773,36,2025-06-03,annullato,1733.4
774,397,2024-04-29,consegnato,661.33
775,284,2023-10-25,annullato,25.86
776,103,2024-08-11,consegnato,1131.98
777,156,2025-10-04,spedito,933.21
778,303,2024-11-17,annullato,1995.6
779,398,2025-03-15,spedito,1467.6
780,280,2024-11-25,spedito,309.63
781,478,2024-04-29,annullato,57.58
782,278,2023-11-29,consegnato,1275.52
783,356,2024-03-07,in elaborazione,1902.47
784,1,2024-03-10,annullato,1699.52
785,373,2024-03-13,consegnato,216.86
786,272,2024-09-24,spedito,845.43
787,493,2024-04-05,in elaborazione,1945.39
788,73,2023-12-16,consegnato,195.12
789,472,2025-10-04,spedito,1795.6
790,267,2024-01-19,annullato,1404.69
791,191,2025-09-30,annullato,1949.36
792,44,2024-06-08,in elaborazione,1015.8
793,327,2024-07-11,annullato,158.91
794,291,2025-04-15,in elaborazione,875.62
795,494,2025-09-29,spedito,481.18
796,134,2024-02-18,consegnato,1852.82
797,202,2024-03-13,consegnato,642.93
798,140,2024-07-01,spedito,158.63
799,104,2025-09-18,spedito,1562.07
800,300,2024-08-14,in elaborazione,319.27
